,link,type,name,city,full_address,full_phone,website,web check
1,https://www.google.com/search?q=Actionmarguerite+Tache+Winnipeg,Personal Care Home,Actionmarguerite Saint-Boniface,Winnipeg,"185 Despins Street, Winnipeg, MB R2H 2B3",(204) 233-3692,https://www.actionmarguerite.ca/about-us/homes/,done
2,https://www.google.com/search?q=Arborg+Personal+Care+Home+Arborg,Personal Care Home,Arborg Personal Care Home,Arborg,"233 St Phillips Dr, Arborg, MB R0C 0A0",(204) 376-5226,https://www.caredupon.ca/care-home/arborg-personal-care-home,done
3,https://www.google.com/search?q=Ashern+Personal+Care+Home+Ashern,Personal Care Home,Ashern Personal Care Home,Ashern,"PO Box 110, 1 Steenson Ave, Ashern, MB R0C 0E0",(204) 768-5216,https://www.liveyourretirement.com/home/ashern-personal-care-home,done
4,https://www.google.com/search?q=Baldur+Manor+Personal+Care+Home+Baldur,Personal Care Home,Baldur Manor Personal Care Home,Baldur,"Box 128, 531 Elizabeth St, Baldur, MB R0K 0B0",(204) 535-2922,https://prairiemountainhealth.ca/programs-and-services/personal-care-homes/locations/,done
5,https://www.google.com/search?q=Bayside+Personal+Care+Home+Killarney,Personal Care Home,Bayside Personal Care Home,Killarney,"Box 5000, 86 Ellis Dr, Killarney, MB R0K 1G0",(204) 523-4661,https://prairiemountainhealth.ca/programs-and-services/personal-care-homes/locations/?name-directory-search-value=Bayside&dir=2&as_sfid=AAAAAAXP3W-KI-1Sg5nVdr-guEqySqyHKMMrx7vcpCOn4eKrCdXuLnGwJ3S4oPAbvZdBPl6yGPUH2fIeIoIBQzZ2fzbqzVbb_8REyfZ4RmtF2mubSrmMistGpsawd6AJsEn1-UtsyksKCuis_Qdhd6lZdrvUy365DwLmQJCKU9HjktmHjg%3D%3D&as_fid=91c456708c0e2e14dd43ddb066701f8aa74fdda6,done
6,https://www.google.com/search?q=Beacon+Hill+Lodge+Winnipeg,Personal Care Home,Beacon Hill Lodge,Winnipeg,"190 Fort St, Winnipeg, MB R3C 1C9",(204) 942-7541,https://reveraliving.com/en/live-with-us/manitoba/winnipeg/beacon-hill-lodge,done
7,https://www.google.com/search?q=Benito+Health+Centre+Benito,Personal Care Home,Benito Health Centre,Benito,"200 1St E, Benito, MB R0L 0C0",(204) 539-2815,https://www.hospitalsdata.com/canada/benito-health-centre-benito.html,done
8,https://www.google.com/search?q=Betel+Personal+Care+Home+-+Gimli+Gimli,Personal Care Home,Betel Personal Care Home - Gimli,Gimli,"Box 10, 96 1st Ave, Gimli, MB R0C 1B0",(204) 642-5556,https://www.betelhomefoundation.ca/contact-us-gimli,done
9,https://www.google.com/search?q=Betel+Personal+Care+Home+-+Selkirk+Selkirk,Personal Care Home,Betel Personal Care Home - Selkirk,Selkirk,"212 Manchester Ave, Selkirk, MB R1A 0B6",(204) 482-5469,https://www.betelhomefoundation.ca/copy-of-contact-us-gimli,done
10,https://www.google.com/search?q=Bethania+Mennonite+Personal+Care+Home+Winnipeg,Personal Care Home,Bethania Mennonite Personal Care Home,Winnipeg,"1045 Concordia Ave, Winnipeg, MB R2K 3S7",(204) 667-0795,https://wrha.mb.ca/long-term-care/bethania-mennonite-personal-care-home/,done
11,https://www.google.com/search?q=Bethesda+Place+Steinbach,Personal Care Home,Bethesda Place,Steinbach,"399 Hospital St, Steinbach, MB R5G 0E6",(204) 326-6411,https://www.southernhealth.ca/en/finding-care/steinbach/bethesda-place/,done
12,https://www.google.com/search?q=Birtle+Health+Centre/Sunnyside+Manor+Birtle,Personal Care Home,Birtle Health Centre/Sunnyside Manor,Birtle,"Box 2000, 843 Gertrude St, Birtle, MB R0M 0C0",(204) 842-3317,https://prairiemountainhealth.ca/our-locations/birtle/,done
13,https://www.google.com/search?q=Boissevain+PCH/Evergreen+Place+Boissevain,Personal Care Home,Boissevain PCH/Evergreen Place,Boissevain,"Box 889, 305 Mill Rd, Boissevain, MB R0K 0E0",(204) 534-2451,https://prairiemountainhealth.ca/our-locations/boissevain/,done
14,https://www.google.com/search?q=Boyne+Lodge+Carman,Personal Care Home,Boyne Lodge,Carman,"120 4 Ave SW, Carman, MB R0G 0J0",(204) 745-6715,https://www.southernhealth.ca/en/finding-care/carman/boyne-lodge-personal-care-home/,done
15,https://www.google.com/search?q=Bren+Del+Win+Lodge+Deloraine,Personal Care Home,Bren Del Win Lodge,Deloraine,"Box 447, 103 Kellett St. S., Deloraine, MB R0M 0M0",(204) 747-1826,https://prairiemountainhealth.ca/our-locations/deloraine/,done
16,https://www.google.com/search?q=Calvary+Place+Personal+Care+Home+Winnipeg,Personal Care Home,Calvary Place Personal Care Home,Winnipeg,"1325 Erin St, Winnipeg, MB R3E 3R6",(204) 943-4424,https://calvaryplacepch.com/contact-us/,done
17,https://www.google.com/search?q=Carberry+Personal+Care+Home+Carberry,Personal Care Home,Carberry Personal Care Home,Carberry,"Box 2000, 340 Toronto St, Carberry, MB R0K 0H0",(204) 834-8832,https://prairiemountainhealth.ca/our-locations/carberry/,done
18,https://www.google.com/search?q=Charleswood+Care+Centre+Winnipeg,Personal Care Home,Charleswood Care Centre,Winnipeg,"5501 Roblin Blvd, Winnipeg, MB R3R 0G8",(204) 888-3363,https://reveraliving.com/en/live-with-us/manitoba/winnipeg/charleswood,done
19,https://www.google.com/search?q=Concordia+Place+Winnipeg,Personal Care Home,Concordia Place,Winnipeg,"1000 Molson St, Winnipeg, MB R2K 4L5",(204) 661-7372,https://concordiaplace.ca/contact/,done
20,https://www.google.com/search?q=Crocus+Court+Personal+Care+Home+Roblin,Personal Care Home,Crocus Court Personal Care Home,Roblin,"Box 940, 15 Hospital St, Roblin, MB R0L 1P0",(204) 937-2149,https://prairiemountainhealth.ca/our-locations/roblin/,done
21,https://www.google.com/search?q=Dakota+Oyate+Lodge+Griswold,Personal Care Home,Dakota Oyate Lodge,Griswold,"2161 Sioux Valley Reserve, Griswold, MB R0M 0S0",(204) 855-2354,https://www.ltcam.mb.ca/members/Dakota+Oyate+Lodge,done
22,https://www.google.com/search?q=Dauphin+Personal+Care+Home+Dauphin,Personal Care Home,Dauphin Personal Care Home,Dauphin,"625 3rd St SW, Dauphin, MB R7N 1R7",(204) 638-3010,https://prairiemountainhealth.ca/our-locations/dauphin/,done
23,https://www.google.com/search?q=Deer+Lodge+Centre+Winnipeg,Personal Care Home,Deer Lodge Centre,Winnipeg,"2109 Portage Avenue, Winnipeg, MB R3J 0L3",(204) 837‐1301,https://wrha.mb.ca/long-term-care/deer-lodge-centre/,done
24,https://www.google.com/search?q=Delwynda+Court+Deloraine,Personal Care Home,Delwynda Court,Deloraine,"Box 447, 109 Kellett St, Deloraine, MB R0M 0M0",(204) 747-2243,https://prairiemountainhealth.ca/our-locations/deloraine/,done
25,https://www.google.com/search?q=Dinsdale+Personal+Care+Home+Brandon,Personal Care Home,Dinsdale Personal Care Home,Brandon,"510 6th St, Brandon, MB R7A 3N9",(204) 727-3636,https://dinsdalepch.ca,done
26,https://www.google.com/search?q=Donwood+Manor+Winnipeg,Personal Care Home,Donwood Manor,Winnipeg,"171 Donwood Drive, Winnipeg, MB R2G 0V9",(204) 668-4410,https://donwoodmanor.org/contact-us/,done
27,https://www.google.com/search?q=Douglas+Campbell+Lodge+Portage+la+Prairie,Personal Care Home,Douglas Campbell Lodge,Portage la Prairie,"150 9th St SE, Portage la Prairie, MB R1N 3T6",(204) 239-6006,https://www.southernhealth.ca/en/finding-care/portage-la-prairie/douglas-cambell-lodge-2/,done
28,https://www.google.com/search?q=Dr+Gendreau+Personal+Care+Home+Ste.+Rose+du+Lac,Personal Care Home,Dr Gendreau Personal Care Home,Ste. Rose,"515 Mission St, Box 420, Ste. Rose, MB R0L 1S0",(204) 447-2019,https://prairiemountainhealth.ca/our-locations/ste-rose-du-lac/,done
29,https://www.google.com/search?q=East+Gate+Lodge+Personal+Care+Home+Beausejour,Personal Care Home,East Gate Lodge Personal Care Home,Beausejour,"646 James Ave, Beausejour, MB R0E 0C0",(204) 268-1029,https://www.liveyourretirement.com/home/beausejour-east-gate-lodge-pch,done
30,https://www.google.com/search?q=Eastview+Place+Memorial+Health+Centre+Altona,Personal Care Home,Eastview Place Memorial Health Centre,Altona,"240 5th Ave NE, Altona, MB R0G 0B0",(204) 324-6411,https://www.southernhealth.ca/en/finding-care/altona/eastview-place/,done
31,https://www.google.com/search?q=Elkhorn+PCH/Elkwood+Manor+Elkhorn,Personal Care Home,Elkhorn PCH/Elkwood Manor,Elkhorn,"Box 70, 12 Antrim St., Elkhorn, MB R0M 0N0",(204) 845-2575,https://prairiemountainhealth.ca/our-locations/elkhorn/,done
32,https://www.google.com/search?q=Emerson+Health+Centre+Personal+Care+Home+Emerson,Personal Care Home,Emerson Health Centre Personal Care Home,Emerson,"26 Main St, Emerson, MB R0A 0L0",(204) 373-2109,https://www.southernhealth.ca/en/finding-care/emerson/emerson-health-care-personal-care-home/,done
33,https://www.google.com/search?q=Erickson+Personal+Care+Home+Erickson,Personal Care Home,Erickson Personal Care Home,Erickson,"60 Queen Elizabeth Rd., Box 250, Erickson, MB R0J 0P0",(204) 636-7777,https://prairiemountainhealth.ca/our-locations/erickson/,done
34,https://www.google.com/search?q=Eriksdale+Personal+Care+Home+Eriksdale,Personal Care Home,Eriksdale Personal Care Home,Eriksdale,"40 Railway Avenue, Eriksdale, MB R0C 0W0",(204) 739-4416,https://www.caredupon.ca/care-home/eriksdale-personal-care-home,done
35,https://www.google.com/search?q=Fairview+Personal+Care+Home+Brandon,Personal Care Home,Fairview Personal Care Home,Brandon,"1351 13St, Brandon, MB R7A 4S6",(204) 578-2600,https://prairiemountainhealth.ca/our-locations/brandon/fairview-personal-care-home/,done
36,https://www.google.com/search?q=Fisher+Personal+Care+Home+Fisher+Branch,Personal Care Home,Fisher Personal Care Home,Fisher Branch,"Box 119, 7 Chalet Dr, Fisher Branch, MB R0C 0Z0",(204) 372-8703,https://mb.211.ca/detail/52340603/?searchLocation=Virden&topicPath=440&latitude=49.85472&longitude=-100.935922,done
37,https://www.google.com/search?q=Flin+Flon+Personal+Care+Home+Flin+Flon,Personal Care Home,Flin Flon Personal Care Home,Flin Flon,"Box 340, 50 Church St, Flin Flon, MB R8A 1K7",(204) 687-9630,https://northernhealthregion.com/programs-and-services/continuing-care/personal-care-homes/pch-locations/,done
38,https://www.google.com/search?q=Foyer+Notre+Dame+Notre+Dame+de+Lourdes,Personal Care Home,Foyer Notre Dame,Notre Dame de Lourdes,"40 Rogers St., Notre Dame de Lourdes, MB R0G 1M0",(204) 248-2092,https://www.southernhealth.ca/en/finding-care/notre-dame-de-lourdes/foyer-notre-dame/,done
39,https://www.google.com/search?q=Foyer+Valade+(Actionmarguerite)+Winnipeg,Personal Care Home,Foyer Valade (Actionmarguerite),Winnipeg,"450 River Rd, Winnipeg, MB R2M 5M4",(204) 254-3332,https://www.actionmarguerite.ca/about-us/homes/,done
40,https://www.google.com/search?q=Fred+Douglas+Lodge+Personal+Care+Home+Winnipeg,Personal Care Home,Fred Douglas Lodge Personal Care Home,Winnipeg,"1275 Burrows Ave, Winnipeg, MB R2X 0B8",(204) 586-8541,https://www.freddouglassociety.com/contact-us/,done
41,https://www.google.com/search?q=George+Colon+Memorial+Home+PCH+Oxford+House,Personal Care Home,George Colon Memorial Home PCH,Oxford House,"PO Box 261, Oxford House, MB R0B 1C0",(204) 538-2560,https://www.ltcam.mb.ca/members/George+Colon+Memorial+Home,done
42,https://www.google.com/search?q=George+M+Guimond+Care+Centre+Fort+Alexander,Personal Care Home,George M Guimond Care Centre,Pine Falls,"Box 308, Pine Falls, MB R0E 1M0",(204) 367-2245,https://www.sagkeeng.ca/george-m-guimond-care-centre-inc/,done
43,https://www.google.com/search?q=Gilbert+PLains+Health+Centre+Gilbert+Plains,Personal Care Home,Gilbert PLains Health Centre,Gilbert Plains,"100 Cutforth St. N., Box 368, Gilbert Plains, MB R0L 0X0",(204) 548-2161,https://prairiemountainhealth.ca/our-locations/gilbert-plains/,done
44,https://www.google.com/search?q=Gillam+Hospital+Gillam,Personal Care Home,Gillam Hospital,Gillam,"Box 2000, 15 Gillam Dr, Gillam, MB R0B 0L0",(204) 652-2600,https://northernhealthregion.com/our-locations/our-locations-gillam/,done
45,https://www.google.com/search?q=Glenboro+Personal+Care+Home+Glenboro,Personal Care Home,Glenboro Personal Care Home,Glenboro,"Box 310, 219 Murray Ave, Glenboro, MB R0K 0X0",(204) 827-2438,https://prairiemountainhealth.ca/programs-and-services/personal-care-homes/locations/?name-directory-search-value=Glenboro+Personal+Care+Home&dir=2&as_sfid=AAAAAAVBiXy7-qi2FaFSpl32n-asNja2FsA9aN5b62fdDzWB6DdBGCcbuMICCFnipCJiLYsNjG16eJbc90WUsG1LiYwuhxp51dKkEhpCuLI5ciXI4tmy0Xy1P3IPFKF24JH2Ktiisdm7Id5mLCsnWUlNOMWdS0p5RoQgE0dkhghY2RDYNA%3D%3D&as_fid=85ce4379c73f858ea2cc0d7f81f776d90feff4df,done
46,https://www.google.com/search?q=Golden+Door+Geriatric+Centre+Winnipeg,Personal Care Home,Golden Door Geriatric Centre,Winnipeg,"1679 Pembina Hwy, Winnipeg, MB R3T 2G6",(204) 269-6308,http://www.goldendoor.ca/contact.html,done
47,https://www.google.com/search?q=Golden+Links+Lodge+Winnipeg,Personal Care Home,Golden Links Lodge,Winnipeg,"2280 St Mary's Rd, Winnipeg, MB R2N 3Z6",(204) 257-9947,http://www.goldenlinks.mb.ca/contact/,done
48,https://www.google.com/search?q=Golden+West+Centennial+Lodge+Winnipeg,Personal Care Home,Golden West Centennial Lodge,Winnipeg,"811 School Rd, Winnipeg, MB R2Y 0S8",(204) 888‐3311,https://wrha.mb.ca/long-term-care/golden-west-centennial-lodge/,done
49,https://www.google.com/search?q=Goodwin+Lodge+Personal+Care+Home+Teulon,Personal Care Home,Goodwin Lodge Personal Care Home,Teulon,"162 3rd Ave SE, Teulon, MB R0C 3B0",(204) 886-2108,https://www.liveyourretirement.com/home/teulon-goodwin-lodge-personal-care-home,done
50,https://www.google.com/search?q=Grandview+Personal+Care+Home+Grandview,Personal Care Home,Grandview Personal Care Home,Grandview,"308 Jackson Street, Box 130, Grandview, MB ROL IWO",(204) 546-2769,https://www.caredupon.ca/care-home/grandview-personal-care-home,done
51,https://www.google.com/search?q=Hamiota+Personal+Care+Home+Hamiota,Personal Care Home,Hamiota Personal Care Home,Hamiota,"177 Birch Ave, Hamiota, MB R0M 0T0",(204) 764-2412,https://prairiemountainhealth.ca/our-locations/hamiota/,done
52,https://www.google.com/search?q=Hartney+Personal+Care+home+Hartney,Personal Care Home,Hartney Personal Care home,Hartney,"Box 280, 617 River Ave, Hartney, MB R0M 0X0",(204) 858-2054,https://www.aarogya.us/hospitals-canada/hartney-health-centre-and-personal-care-home-mb-ca,done
53,https://www.google.com/search?q=Heritage+Lodge+Long+Term+Care+Home+Winnipeg,Personal Care Home,Heritage Lodge Long Term Care Home,Winnipeg,"3555 Portage Ave, Winnipeg, MB R3K 0X2",(204) 888-7940,https://reveraliving.com/en/live-with-us/manitoba/winnipeg/heritage-lodge,done
54,https://www.google.com/search?q=Hillcrest+Place+Brandon,Personal Care Home,Hillcrest Place,Brandon,"930 26th St, Brandon, MB R7B 2B8",(204) 728-6690,http://www.extendicarehillcrestplace.com/contact/,done
55,https://www.google.com/search?q=Holy+Family+Nursing+Home+Winnipeg,Personal Care Home,Holy Family Nursing Home,Winnipeg,"165 Aberdeen Avenue, Winnipeg, MB R2W 1T9",(204) 589-7381,https://www.holyfamilyhome.mb.ca/contact-us/,done
56,https://www.google.com/search?q=Kildonan+Personal+City+Centre+Winnipeg,Personal Care Home,Kildonan Personal City Centre,Winnipeg,"1970 Henderson Hwy, Winnipeg, MB R2G 1P2",(204) 334-4633,https://wrha.mb.ca/long-term-care/kildonan-personal-care-centre/,done
57,https://www.google.com/search?q=Kin+Place+Personal+Care+Home+Oakbank,Personal Care Home,Kin Place Personal Care Home,Oakbank,"PO Box 28, 680 Pine Dr, Oakbank, MB R0E 1J0",(204) 444-2004,https://www.aarogya.us/hospitals-canada/oakbank-kin-place-personal-care-home-mb-ca,done
58,https://www.google.com/search?q=Lac+du+Bonnet+Personal+Care+Home+Lac+du+Bonnet,Personal Care Home,Lac du Bonnet Personal Care Home,Lac du Bonnet,"75 McIntosh St E, Lac du Bonnet, MB R0E 1A0",(204) 345-1222,https://www.caredupon.ca/care-home/lac-du-bonnet-personal-care-home,done
59,https://www.google.com/search?q=Lions+Prairie+Manor+PCH+Portage+la+Prairie,Personal Care Home,Lions Prairie Manor PCH,Portage la Prairie,"24 9th St SE, Portage la Prairie, MB R1N 3V4",(204) 857-7864,https://www.southernhealth.ca/en/finding-care/portage-la-prairie/lions-prairie-manor/,done
60,https://www.google.com/search?q=Lundar+Personal+Care+Home+Lundar,Personal Care Home,Lundar Personal Care Home,Lundar,"97 1st Street South, Lundar, MB R0C 1Y0",(204) 762-5609,https://www.liveyourretirement.com/home/lundar-personal-care-home,done
61,https://www.google.com/search?q=Luther+Home+Winnipeg,Personal Care Home,Luther Home,Winnipeg,"1081 Andrews St, Winnipeg, MB R2V 2G9",(204) 338-4641,https://wrha.mb.ca/long-term-care/luther-home/,done
62,https://www.google.com/search?q=Lynn+Lake+Hospital+PCH+Lynn+Lake,Personal Care Home,Lynn Lake Hospital PCH,Lynn Lake,"2040 Camp St, Box 2030, Lynn Lake, Manitoba R0B 0W0",(204) 356-2474,https://northernhealthregion.com/programs-and-services/continuing-care/personal-care-homes/pch-locations/,done
63,https://www.google.com/search?q=MacGregor+Personal+Care+Home+MacGregor,Personal Care Home,MacGregor Personal Care Home,MacGregor,"87 Grafton St, MacGregor, MB R0H 0R0",(204) 685-2850,https://www.southernhealth.ca/en/finding-care/macgregor/macgregor-health-centre-personal-care-home/,done
64,https://www.google.com/search?q=Maples+Long+Term+Care+Home+Winnipeg,Personal Care Home,Maples Long Term Care Home,Winnipeg,"500 Mandalay Dr, Winnipeg, MB R2P 1V4",(204) 632-8570,https://reveraliving.com/en/live-with-us/manitoba/winnipeg/maples,done
65,https://www.google.com/search?q=McCreary+Alonsa+Personal+Care+Home+McCreary,Personal Care Home,McCreary Alonsa Personal Care Home,McCreary,"Box 250, McCreary, MB R0J 1B0",(204) 835-2482,https://www.caredupon.ca/care-home/mccreary-alonsa-personal-care-home,done
66,https://www.google.com/search?q=McGillivary+Care+Home+Opaskwayak,Personal Care Home,McGillivary Care Home,Opaskwayak,"Box 10790, 56 Kiche Maskanow, Opaskwayak, MB R0B 2J0",(204) 623-5421,http://rmmch.ca/#contact,done
67,https://www.google.com/search?q=Meadowood+Manor+Winnipeg,Personal Care Home,Meadowood Manor,Winnipeg,"577 St Anne's Rd, Winnipeg, MB R2M 3G5",(204) 257-2394,https://www.meadowoodmanor.com/contact,done
68,https://www.google.com/search?q=Melita+Personal+Care+Home+Melita,Personal Care Home,Melita Personal Care Home,Melita,"Box 459, 147 Summit St, Melita, MB R0M 1L0",(204) 522-4304,https://prairiemountainhealth.ca/our-locations/melita/,done
69,https://www.google.com/search?q=Menno+Home+Grunthal,Personal Care Home,Menno Home,Grunthal,"235 Park St, Grunthal, MB R0A 0R0",(204) 434-6496,https://www.southernhealth.ca/en/finding-care/grunthal/menno-home-for-the-aged/,done
70,https://www.google.com/search?q=Middlechurch+Personal+Care+Home+Winnipeg,Personal Care Home,Middlechurch Personal Care Home,West Saint Paul,"280 Balderstone Rd, West Saint Paul, MB R4A 4A6",(204) 339-1947,https://middlechurchhome.mb.ca/contact/,done
71,https://www.google.com/search?q=Minnedosa+Personal+Care+Home+Minnedosa,Personal Care Home,Minnedosa Personal Care Home,Minnedosa,"138 3rd Ave SW, Minnedosa, MB R0J 1E0",(204) 867-2569,https://prairiemountainhealth.ca/our-locations/minnedosa/,done
72,https://www.google.com/search?q=Misericordia+Health+Centre+Winnipeg,Personal Care Home,Misericordia Health Centre,Winnipeg,"99 Cornish Avenue, Winnipeg, MB R3C 1A2",(204) 789-2400,https://misericordia.mb.ca/programs/long-term-care/prime/,done
73,https://www.google.com/search?q=Misericordia+Place+Winnipeg,Personal Care Home,Misericordia Place,Winnipeg,"44 Furby St, Winnipeg, MB R3C 2A1",(204) 788-8440,https://misericordia.mb.ca/files/Factsheet_MisericordiaPlace.pdf,done
74,https://www.google.com/search?q=Morley+House+PCH+-+Shoal+Lake+Shoal+Lake,Personal Care Home,Morley House PCH - Shoal Lake,Shoal Lake,"526 Mary St., Box 490, Shoal Lake, MB R0J 1Z0",(204) 759-2336,https://www.aarogya.us/hospitals-canada/morley-house-personal-care-home-mb-ca,done
75,https://www.google.com/search?q=Neepawa+PCH+Country+Meadows+Neepawa,Personal Care Home,Neepawa PCH Country Meadows,Neepawa,"500 Veterans Way, Neepawa, MB R0J 1H0",(204) 476-2383,https://www.aarogya.us/hospitals-canada/morley-house-personal-care-home-mb-ca,done
76,https://www.google.com/search?q=Nisichawayasihk+Nelson+House+PCH+Nelson+House,Personal Care Home,Nisichawayasihk Nelson House PCH,Nelson House,"Box 460, Nelson House, MB R0B 1A0",(204) 484-2350,https://www.ltcam.mb.ca/members/Nisichawayasihk+(Nelson+House)+Personal+Care+Home,done
77,https://www.google.com/search?q=Niverville+Heritage+Life+PCH+Niverville,Personal Care Home,Niverville Heritage Life PCH,Niverville,"100A Heritage Trail, Niverville, MB R0A 0A1",(204) 388-2181,https://www.southernhealth.ca/en/finding-care/niverville/heritage-life-personal-care-home/,done
78,https://www.google.com/search?q=Northern+Lights+Manor+Flin+Flon,Personal Care Home,Northern Lights Manor,Flin Flon,"274 Bracken St, Flin Flon, MB R8A 1P4",(204) 687-7325,https://northernhealthregion.com/programs-and-services/continuing-care/personal-care-homes/pch-locations/,done
79,https://www.google.com/search?q=Northern+Spirit+Manor+Thompson,Personal Care Home,Northern Spirit Manor,Thompson,"879 Thompson Dr, Thompson, MB R8N 0A9",(204) 778-3805,https://northernhealthregion.com/programs-and-services/continuing-care/personal-care-homes/pch-locations/,done
80,https://www.google.com/search?q=Oakview+Place+Winnipeg,Personal Care Home,Oakview Place,Winnipeg,"2395 Ness Ave, Winnipeg, MB R3J 1A5",(204) 888-3005,http://www.extendicareoakviewplace.com/contact/,done
81,https://www.google.com/search?q=Ochekwi+Sipi+Cree+Nation+PCH+(Fisher+River)+Koostatak,Personal Care Home,Ochekwi Sipi Cree Nation PCH (Fisher River),Fisher River,"Box 366, Fisher River, MB R0C 1S0",(204) 645-2811,https://fisherriver.ca/ochekwi-sipi-personal-care-home/,done
82,https://www.google.com/search?q=Park+Manor+Personal+Care+Home+Winnipeg,Personal Care Home,Park Manor Personal Care Home,Winnipeg,"301 Redonda St, Winnipeg, MB R2C 1L7",(204) 222-3251,https://parkmanor.ca/contact-us/,done
83,https://www.google.com/search?q=Pembina+Manitou+Health+Centre+-+PCH+Manitou,Personal Care Home,Pembina Manitou Health Centre - PCH,Manitou,"232 Carrie St, Manitou, MB R0G 1G0",(204) 242-2744,https://www.southernhealth.ca/en/finding-care/manitou/pembina-manitou-health-centre-personal-care-home/,done
84,https://www.google.com/search?q=Pembina+Place+Mennonite+PCH+Winnipeg,Personal Care Home,Pembina Place Mennonite PCH,Winnipeg,"285 Pembina Hwy, Winnipeg, MB R3L 2E1",(204) 284-0802,https://wrha.mb.ca/long-term-care/pembina-place-mennonite-personal-care-home/,done
85,https://www.google.com/search?q=Pinaow+Wachi+Inc.+Norway+House,Personal Care Home,Pinaow Wachi Inc.,Norway House,"Bldg 305 Rossville, Norway House, MB R0B 1B0",(204) 359-6606,https://northernhealthregion.com/programs-and-services/continuing-care/personal-care-homes/pch-locations/,done
86,https://www.google.com/search?q=Poseidon+Long+Term+Care+Winnipeg,Personal Care Home,Poseidon Long Term Care,Winnipeg,"70 Poseidon Bay, Winnipeg, MB R3M 3E5",(204) 452-6204,https://reveraliving.com/en/live-with-us/manitoba/winnipeg/poseidon,done
